tifinagh,latin,arabe,recorded,default_audio
ⵎⵢⴰⵔⵖ ⵜⴰⴼⵓⴽⵜ ⴱⴰⵀⵔⴰ ⵉⵔⵖⴰⵏ.,tmz_sentence_1061,,false,common_voice_zgh_40140125.mp3
ⵅⴼ ⵉⵢⵢⵉⵙ.,tmz_sentence_1062,,false,common_voice_zgh_40140126.mp3
ⵡⴰⵍⵍⵉ ⵢⵓⴽⵔⵏ ⵜⴰⴳⵍⴰⵢⵜ ⴰ ⵔⴰⴷ ⵢⴰⴽⵯⵔ ⴰⵣⴳⵔ.,tmz_sentence_1063,,false,common_voice_zgh_40140127.mp3
ⵎⵉⵏ ⵢⵓⵖⵏ ⴰⵢⵢⵉⵙ ⵉⵏⵓ?,tmz_sentence_1064,,false,common_voice_zgh_40140128.mp3
ⴰⵔ ⴼⵜⵜⵓⵏ ⵡⵓⵙⵙⴰⵏ ⵙ ⵜⴰⵣⵣⵍⴰ.,tmz_sentence_1065,,false,common_voice_zgh_40140129.mp3
ⵉⴳ ⵣⵔⵉⵏⵜ ⵙⵙⵎⴰⵢⵎ ⴽⴰ ⴰⴷ ⵉⵜⵜⵓⵎⴰⵏ ⵎⴰⴷ ⵢⵓⵎⵥ ⵓⵣⵎⵎⵓⵔ ⵖ ⵡⴰⵇⵇⴰ.,tmz_sentence_1066,,false,common_voice_zgh_40140130.mp3
ⵣⵣⵔⵉⵖ ⵢⴰⵏ ⵡⴰⵙⵙ ⵉⵅⵛⵏⵏ.,tmz_sentence_1067,,false,common_voice_zgh_40140131.mp3
ⵜⵏⵖⴰ ⵉⵢⵉ ⴱⴰⵀⵔⴰ ⵜⵖⵓⴼⵉ ⵏⵏⴽ.,tmz_sentence_1068,,false,common_voice_zgh_40140132.mp3
ⵉⵖ ⵏⵉⵜ ⵓⵔ ⵜⴱⵉⴽⴽⵙⵜ ⵖ ⵓⵣⵎⵣ ⴰⴷ ⵓⵔ ⴰⴷ ⵜⵥⵟⵟⵉⵜ ⴰⵎⵢⴰ.,tmz_sentence_1069,,false,common_voice_zgh_40140133.mp3
ⵉⵏⵖⴰ ⵉⵢⵉ ⵉⵅⴼ ⵉⵏⵓ.,tmz_sentence_1070,,false,common_voice_zgh_40140134.mp3
ⵉⵙ ⵜⴳⴰ ⵜⵡⵓⵔⵉ ⵏⵏⵓⵏⵜ ⵜⵉⵎⵉⵣⵉⵜ?,tmz_sentence_1071,,false,common_voice_zgh_40140135.mp3
ⵅⵙⵖ ⴰⴷ ⵜ ⴰⵔⵎⵖ ⵄⴰⵡⴷ.,tmz_sentence_1072,,false,common_voice_zgh_40140136.mp3
ⵢⵓⵎⵥ ⵙⴰⵎⵉ ⵜⴰⵏⴰⴼⵜ.,tmz_sentence_1073,,false,common_voice_zgh_40140137.mp3
ⵉⵙⵇⵙⵉⵜⵏ ⵏ ⵓⴼⵀⴰⵎ ⵏ ⵓⵎⵙⴰⵡⴰⵍ,tmz_sentence_1074,,false,common_voice_zgh_40140138.mp3
ⴰⴷ ⴷⴷⵓⵖ ⵙ ⵜⵎⴰⵣⵉⵔⵜ ⴰⵣⴽⴽⴰ.,tmz_sentence_1075,,false,common_voice_zgh_40140139.mp3
ⵎⴰⵖ ⴰⵔ ⵉⵢⵉ ⵜⵙⴰⵇⵙⴰⴷ ⵖⴼ ⵓⵢⴰ?,tmz_sentence_1076,,false,common_voice_zgh_40143030.mp3
"ⴰⵔ ⴰⴽ ⵜⴰⵇⵇⵔⴰ ⵎⴰⴽ ⴰ ⵜⵓⵎ, ⵙⴷⵎⵔ ⴰⵙ ⵜⵥⵕⵜ ⵎⴰⴷ ⴽ ⵜⵔⴰ.",tmz_sentence_1077,,false,common_voice_zgh_40143031.mp3
ⵉⵍⵍⴰ ⵓⵅⴱⵓ ⴳ ⵓⵙⴳⵔⵙ,tmz_sentence_1078,,false,common_voice_zgh_40143033.mp3
ⴷⵖⵉ ⵏⵔⴰ ⵖⵓⵔ ⴱⵓ ⵉⵃⵔⵓⵢⵏ.,tmz_sentence_1079,,false,common_voice_zgh_40143034.mp3
ⵉⵇⵇⵓⵔ ⵓⴳⴰⵢⵢⵓ ⵏⵏⵙ.,tmz_sentence_1080,,false,common_voice_zgh_40143035.mp3
ⵎⴰⵢⵎⵎⵉ ⵓⵔ ⴰⵙ ⵜⵏⵏⵉⴷ ⵖⵉⴽⴰⵏⵏ?,tmz_sentence_1081,,false,common_voice_zgh_40143042.mp3
ⵓⵔ ⵉⴳⵉ ⵓⵢⴰ ⵜⵉⴷⵜ.,tmz_sentence_1082,,false,common_voice_zgh_40143045.mp3
"ⵄⴰⴼⴰ ⴽⵯⵏ, ⵙⵔⵙⴰⵜ ⵉⵙⵖⵉⵎⵏ ⵎⵏⵉⴷ ⵏ ⵓⵙⵕⵥⵎ.",tmz_sentence_1083,,false,common_voice_zgh_40143046.mp3
ⵉⵙ ⴷ ⵜⴽⴽⴰⵎ ⴰⴼⵜⴰⵙ ⵉⴹⴳⴰⵎ? ⵏⵏⴰⵏ ⵉⵢⵉ ⵉⴽⵜⴰⵔ ⵙ ⵍⵖⴰⵛⵉ.,tmz_sentence_1084,,false,common_voice_zgh_40143078.mp3
ⵎⴰⵏⵉ ⵙ ⵜⵏⵏⵉⵜ ⵔⴰⴷ ⴳⵉⵙ ⵏⵖⴰⵎⴰ?,tmz_sentence_1085,,false,common_voice_zgh_40143080.mp3
ⵓⵔ ⵙⵙⵉⵏⵖ ⵛⴰ ⴳ ⵜⵡⴰⵛⵓⵍⵜ ⵏⵏⵙ.,tmz_sentence_1086,,false,common_voice_zgh_40143082.mp3
ⴰⵔ ⵜⴰⵇⵇⵍⴰⵢ ⵜⴰⵢⵍⴰⵍⵜ.,tmz_sentence_1087,,false,common_voice_zgh_40143083.mp3
ⵓⵔ ⵥⴹⴰⵕⵖ ⴰⴷ ⵙⴽⵔⵖ ⵢⴰⵜ ⵖⵉⵍⴰⴷ.,tmz_sentence_1088,,false,common_voice_zgh_40143094.mp3
ⵉⵖ ⵓⵔⵓⵖ ⵏⴽⴽⵉ ⵔⴰⴷ ⴰⵙⵏ ⴰⴽⴽⵯ ⵙⵙⴰⵖⵖ ⵉⵙⵎⴰⵡⵏ ⵏ ⵉⵎⴰⵣⵉⵖⵏ.,tmz_sentence_1089,,false,common_voice_zgh_40143095.mp3
ⵜⵏⵏⴰ ⵉⵥⵥⴳⵏ ⵜⴼⵜⵓ,tmz_sentence_1090,,false,common_voice_zgh_40143096.mp3
"ⵎⴽ ⵜⵖⵉⵢⵜ, ⵜⵎⵓⵏⵜ ⵢⵉⴷⵏⵖ.",tmz_sentence_1091,,false,common_voice_zgh_40143097.mp3
ⵓⵙⵔⵖ ⴽⵎ.,tmz_sentence_1092,,false,common_voice_zgh_40143098.mp3
ⵉⵏⵉ ⵉ ⴱⵓ ⵉⵃⵔⵓⵢⵏ ⵎⴰⵢⴷ ⵜⵔⵉⴷ.,tmz_sentence_1093,,false,common_voice_zgh_40143109.mp3
"ⴷⴰ ⴽⵔⵔⵣⵏ ⵉⵎⵏⴷⵉ ⴰⵎ ⵢⵉⵔⴷⵏ, ⵜⵉⵎⵥⵉⵏ ⴷ ⵓⵙⵏⴳⴰⵔ.",tmz_sentence_1094,,false,common_voice_zgh_40143111.mp3
"ⴰⵙⵙ ⴰⵎⵣⵡⴰⵔⵓ, ⴰⴷ ⵉⵜⵜⵎⵜⴰⵜ ⵎⵓⵛⵛ",tmz_sentence_1095,,false,common_voice_zgh_40143113.mp3
ⵉⵜⵜⵡⴰⴳⴷⴰⵍ ⵓⵛⵓⵛⴼ.,tmz_sentence_1096,,false,common_voice_zgh_40146461.mp3
ⴰⴽⴰⴷ ⵉⵙⵙⵏ ⵣⵉⵔⵉ ⵉ ⵓⵛⵓⵛⴼ.,tmz_sentence_1097,,false,common_voice_zgh_40146462.mp3
ⵎⵍ ⴰⴱⵔⵉⴷ ⵙⴳ ⵜⵎⵣⴳⵉⴷⴰ ⴰⵔ ⵜⴰⵡⵔⵉⵔⵜ.,tmz_sentence_1098,,false,common_voice_zgh_40146463.mp3
ⵓⵔ ⴳⵉⴽ ⵜⵓⵔⵓ ⵣⵣⵉⵜ ⴰⵇⵇⴰ.,tmz_sentence_1099,,false,common_voice_zgh_40146464.mp3
ⴰⵔ ⵜⵙⴽⵉⵔⴽⵉⵙⴷ.,tmz_sentence_1100,,false,common_voice_zgh_40146465.mp3
ⴰⵖⵊⴷⵉⵎ ⵓⵔ ⴷⴰ ⵉⵙⵙⵏⵙⴰⵔ ⵉⴼⴰⴷⴷⵏ,tmz_sentence_1101,,false,common_voice_zgh_40146477.mp3
ⵔⴰⴷ ⴰⵙ ⴰⵡⵙⵖ.,tmz_sentence_1102,,false,common_voice_zgh_40146478.mp3
ⵜⴻⵜⵜⵛⵓⵕ ⵜⵍⵍⵓⵃⵜ ⵙ ⵉⴽⵯⵍⴰⵏ.,tmz_sentence_1103,,false,common_voice_zgh_40146480.mp3
"ⵜⵔⴰ ⴰⴷ ⵜⵙⴽⵔ ⵎⴰⵢⴰⵏⵏ, ⵎⴰⵛⵛ ⵓⵔ ⴰⵙ ⵜⵥⴹⴰⵕ.",tmz_sentence_1104,,false,common_voice_zgh_40146481.mp3
"ⵉⵖ ⵜⵥⴹⴰⵕⵜ, ⵜⵔⵡⴰⵃⵜ ⴷⵉⴷⵏⵖ.",tmz_sentence_1105,,false,common_voice_zgh_40146482.mp3
ⵜⵏⵢⴰⵍⴽⴰⵎ ⵍⴰⵢⵍⴰ ⴷ ⵙⴰⵎⵉ.,tmz_sentence_1106,,false,common_voice_zgh_40146484.mp3
"ⵜⵓⵎ ⴷ ⴰⵎⴹⵍⵓⵚ, ⵢⴰⴽ?",tmz_sentence_1107,,false,common_voice_zgh_40146485.mp3
ⵎⵉⵏ ⵖⴰ ⴰⴽ ⵉⵏⵉⵖ ⴳ ⵜⵎⵙⴰⵍⵜ ⴰ!,tmz_sentence_1108,,false,common_voice_zgh_40146488.mp3
ⵉⵙ ⵜⴼⵓⴷⵜ?,tmz_sentence_1109,,false,common_voice_zgh_40146489.mp3
ⵓⵔ ⴰⵎ ⴳⵉⵖ ⵏⴽⴽⵉ.,tmz_sentence_1110,,false,common_voice_zgh_40146490.mp3
ⴰⵣⵓⵍ ⴰⵡⴰ!,tmz_sentence_1111,,false,common_voice_zgh_40146491.mp3
ⵙⴽⵔ.,tmz_sentence_1112,,false,common_voice_zgh_40146492.mp3
ⵜⴳⴰⵎⵜ ⵜⵉⵙⵍⵎⴰⴷⵉⵏ.,tmz_sentence_1113,,false,common_voice_zgh_40146493.mp3
ⵓⵔ ⴰⴽⴽⵯ ⵜⵍⵉ ⵉⵛⵏⴳⴰ.,tmz_sentence_1114,,false,common_voice_zgh_40146495.mp3
ⴰⵢⵍⵍⵉ ⵉⵍⵍⴰⵏ ⴳ ⵡⴰⵙⵉⴼ ⵓⵔ ⵉⵍⵍⵉ ⴳ ⵢⵉⵍⵍ.,tmz_sentence_1115,,false,common_voice_zgh_40150691.mp3
ⵓⵙⵔⵖ ⴽⵯⵏⵜ.,tmz_sentence_1116,,false,common_voice_zgh_40150694.mp3
ⵛⴽⴽ ⵓⵔ ⵜ ⴰⴽⴽⵯ ⵜⵓⵙⵔⴷ.,tmz_sentence_1117,,false,common_voice_zgh_40150696.mp3
ⵜⵖⵣⵣⵉⴼⵎ ⴼⵍⵍⴰ ⵖ ⵜⵉⴷⴷⵉ.,tmz_sentence_1118,,false,common_voice_zgh_40150697.mp3
ⵙⵍⵍⴰⵖ ⵉ ⵢⴰⵏ ⵓⴱⴱⴰⵇⵇⵉ ⵜⴰⴷⴳⴳⴰⵜ ⵍⵍⵉ ⴳ ⵜⴰⵎⴰ ⵏ ⴱⵓ ⵜⵃⴰⵏⵓⵜ.,tmz_sentence_1119,,false,common_voice_zgh_40150699.mp3
ⴽⵓⴷ ⵉⴽⴽⴰⵜ ⵓⵎⵣⵉⵍ ⵉⵜⵜⵍⵎⴰⴷ ⵎⴻⵎⵎⵉⵙ,tmz_sentence_1120,,false,common_voice_zgh_40150701.mp3
ⴰⵙⵉⴼ ⵉⴼⵙⵜⴰⵏ ⴰⴷ ⵉⵜⵜⵙⵜⵜⴰⵏ,tmz_sentence_1121,,false,common_voice_zgh_40150703.mp3
ⵉⵍⵍⴰ ⴰⴷⵍⵍⵉ ⴼⵍⵍⴰ ⴰⴷ ⵙⵖⵖ ⴰⴷⵍⵉⵙ ⵏ ⵉⵙⵍⵎⴰⵏ.,tmz_sentence_1122,,false,common_voice_zgh_40150706.mp3
ⵓⵔ ⵉⵍⵍⵉ ⵓⵙⴰⴷⴼ ⵖ ⵖⵉⴷ.,tmz_sentence_1123,,false,common_voice_zgh_40150708.mp3
ⵉⴳⵓⵎⵎⴰ,tmz_sentence_1124,,false,common_voice_zgh_40150709.mp3
"ⴰⵢⵍⵍⵉ ⵉⵢⵉ ⴷ ⵜⵓⵣⵏⵎⵜ, ⴽⴽⵙⵏ ⵜ.",tmz_sentence_1125,,false,common_voice_zgh_40150710.mp3
ⵜⴳⴰ ⵢⴰⴱⴰⵏ ⵜⴰⵎⵓⵔⵜ ⵎⵥⵥⵉⵢⵏ.,tmz_sentence_1126,,false,common_voice_zgh_40156132.mp3
ⴷⴷⴰⵏ ⵉⵎⵣⵡⵓⵔⴰ ⵍⵍⵉ ⵜⵜ ⵉⵏⵏ ⴽⴽⴰⵏⵉⵏ.,tmz_sentence_1127,,false,common_voice_zgh_40156133.mp3
ⴰⵔ ⵉⵙⵖⵓⵢⵢⵓ ⵡⴰⵇⵇⴰⵢ ⵏ ⵉⴽⵉⴽⵔ ⴳ ⵓⵎⵥⵥⵓⵖ ⵏ ⵓⵖⵢⵓⵍ.,tmz_sentence_1128,,false,common_voice_zgh_40156134.mp3
ⵙⵔⵙⵏⵜ ⴰⴹⵉⵍ ⴰⵏⵏ.,tmz_sentence_1129,,false,common_voice_zgh_40156136.mp3
ⵉⴼⴽⴰ ⴰⵖ ⴰⵎⴰⵛⵛⵓ ⴰ.,tmz_sentence_1130,,false,common_voice_zgh_40156138.mp3
ⴰⵊⵊ ⵎⴷⴷⵏ ⴰⴷ ⴹⵚⵚⴰⵏ ⵉⴼⵊⵉⵊⵏ.,tmz_sentence_1131,,false,common_voice_zgh_40156139.mp3
''ⵎⴰⵏⵉ ⵜⵓⴹⵏⴷ?'' ''ⴳ ⴽⵔⴰⵢⴳⴰⵜ ⵜⴰⵙⴳⴰ.'',tmz_sentence_1132,,false,common_voice_zgh_40156140.mp3
ⵉⵙ ⴰⵖ ⵏⵉⵜ ⵉⵣⵣⵉⵡⵣ ⵓⵎⵓⴽⵔⵉⵙ ⴰ.,tmz_sentence_1133,,false,common_voice_zgh_40156141.mp3
ⵜⵖⵉⵢⵎⵜ ⴰⴷ ⵉⵢⵉ ⴷ ⵜⵙⵙⵓⵖⵍⵎⵜ ⴽⴰ ⵏ ⵜⵡⵉⵏⴰⵙ?,tmz_sentence_1134,,false,common_voice_zgh_40156167.mp3
ⵉⵙ ⵉⴳⵓⵎ ⵓⴷⵔⵉⵎ ⴰⴷ?,tmz_sentence_1135,,false,common_voice_zgh_40156168.mp3
ⵉⵙ ⵜⵛⵔⵓⵔⵉⵜ?,tmz_sentence_1136,,false,common_voice_zgh_40156171.mp3
ⵙⵙⵏⵏ ⴰⴽⴽⵯ ⵎⴷⴷⵏ ⵎⴰⵢⴰⵏⵏ.,tmz_sentence_1137,,false,common_voice_zgh_40156177.mp3
ⵎⵎⵓⵜⵏ ⵢⴰⵏ ⵙ ⵢⴰⵏ.,tmz_sentence_1138,,false,common_voice_zgh_40156178.mp3
ⵖⵔⵉⵖ ⵜⵓⵣⵉⵏⵜ ⵏⵏⵙ ⵜⵓⴳⵜ ⵏ ⵜⵉⴽⴽⴰⵍ.,tmz_sentence_1139,,false,common_voice_zgh_40156242.mp3
ⵉⵄⵇⴱ ⴷ ⴳ ⵜⵙⵏⴱⴹⴰⵢⵜ.,tmz_sentence_1140,,false,common_voice_zgh_40156244.mp3
ⵜⵉⴽⵔⴽⴰⵙ.,tmz_sentence_1141,,false,common_voice_zgh_40156246.mp3
ⵉⵡⵔⵔⵉⵢⴰⵜ ⵙ ⵉⵙⵖⵉⵎⵏ ⵏⵏⵓⵏ.,tmz_sentence_1142,,false,common_voice_zgh_40156247.mp3
ⴳⵔⵔⵉⵖ ⵎⴰⵙ ⵣⴳⵍⵖ.,tmz_sentence_1143,,false,common_voice_zgh_40156302.mp3
ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵙⴰⵎⵉ ⵉⵔⴰ ⵖⴰⵔ ⵉⵇⵇⴰⵔⵉⴹⵏ.,tmz_sentence_1144,,false,common_voice_zgh_40156303.mp3
ⵉⴷⵓⵔⴰⵔ ⵏ ⵡⴰⵟⵍⴰⵙ.,tmz_sentence_1145,,false,common_voice_zgh_40156304.mp3
ⵙⵙⴼⵍⴷⵖ ⵉ ⴽⵔⴰ ⴷⴰ ⵉⵜⵜⵓⵙⵓ.,tmz_sentence_1146,,false,common_voice_zgh_40156305.mp3
ⴳⴳⵓⴷⵉⵏ ⵉⴱⵖⵓⵔⵏ ⵏ ⵜⴽⵙⵙⴰⴱⵜ.,tmz_sentence_1147,,false,common_voice_zgh_40156807.mp3
ⵙⵖⴰⵡⵙⴰⵖ ⴽⵎ.,tmz_sentence_1148,,false,common_voice_zgh_40156809.mp3
ⵜⵙⴱⵕⴱⵕ ⴷ ⵜⵢⵎⵎⴰⵜ ⵎⵔⴰⵡⵜ ⵜⴳⵍⴰⵢ.,tmz_sentence_1149,,false,common_voice_zgh_40156810.mp3
ⵉⵣⴳⵍ ⵜⵓⵎ ⵍⵍⵉⴳ ⵉⵙⵙⵓⴷⴰ ⴰⵍⴰⵡⴰⵢ.,tmz_sentence_1150,,false,common_voice_zgh_40156822.mp3
ⵏⴽⴽ ⵏⵏⵖⵛⴼⵖ.,tmz_sentence_1151,,false,common_voice_zgh_40156824.mp3
ⵙⴰⵍⴰⵖ ⵓⴽⴰⵏ ⵙⵓⵍ.,tmz_sentence_1152,,false,common_voice_zgh_40156825.mp3
ⵜⵊⵊⵉⵜ ⵙ ⵉⴷⵔⵉⵎⵏ.,tmz_sentence_1153,,false,common_voice_zgh_40156832.mp3
ⴰⵡⴰ ⵜⵇⵇⴰⵇⵇⵉ ⵜⴼⵓⴽⵜ ⴰⵙⵙ ⴰ.,tmz_sentence_1154,,false,common_voice_zgh_40156833.mp3
ⴳⴰⵏ ⴰⵙ ⵛⴰⵍⴰ ⵙ ⵜⵣⵎⴰⵍⵜ.,tmz_sentence_1155,,false,common_voice_zgh_40156834.mp3
ⵎⴰ ⵜⵡⴹⴹⵕⴷ?,tmz_sentence_1156,,false,common_voice_zgh_40156836.mp3
ⵙⵙⵓⵖⵍⵖ ⴰⵡⵏⵜ ⵜⵏⵜ ⵙⴳ ⵜⵎⵥⴰⴱⵉⵜ.,tmz_sentence_1157,,false,common_voice_zgh_40160597.mp3
ⴰⵎⴰⵏ ⴷⴷⴰⵏ ⵙ ⵉⴳⵔⴰⵏ ⵏ ⴰⵢⵜ ⵄⵎⵎⵉ ⵉⵛⵛⵓ.,tmz_sentence_1158,,false,common_voice_zgh_40160598.mp3
ⵡⴰⵇⵉⵍⴰ ⵉⵙⵙⵏⵜⵍ ⴽⵔⴰ.,tmz_sentence_1159,,false,common_voice_zgh_40160608.mp3
ⴳⴳⴰⵡⵔⵖ ⴳ ⵜⴳⵎⵎⵉ ⴰⵛⴽⵓ ⵢⵓⵜ ⵉⵢⵉ ⵡⴰⴹⵓ.,tmz_sentence_1160,,false,common_voice_zgh_40160609.mp3
ⵎⴰ ⵙ ⵢⴰⴷⵍⵍⵉ ⵜⵏⵏⵉⴷ ⴰⵔ ⵜ ⵙⴽⴰⵔⵖ?,tmz_sentence_1161,,false,common_voice_zgh_40160624.mp3
ⵉⴷⵉⵔ ⴷ ⵜⵣⵉⵔⵉ ⵣⴷⵖⵏ ⴳ ⴱⴳⴰⵢⵜ ⴳ ⴷⴷⵣⴰⵢⵔ.,tmz_sentence_1162,,false,common_voice_zgh_40160625.mp3
ⵏⴽⴽⵏⵉ ⴽⴰ ⴰⴷ ⵉⵍⵍⴰⵏ.,tmz_sentence_1163,,false,common_voice_zgh_40160627.mp3
ⵉⵎⴰⵍⵍⴰⵢⵏ ⴰⴷ ⴰⴽⴽⵯ ⴳⴰⵏ.,tmz_sentence_1164,,false,common_voice_zgh_40160630.mp3
ⵉⴼⴼⵓⵖ.,tmz_sentence_1165,,false,common_voice_zgh_40160641.mp3
ⵜⵓⵎ ⴷ ⴰⵎⵥⵥⵉⴹⵕ.,tmz_sentence_1166,,false,common_voice_zgh_40160644.mp3
ⵖⴰⵡⵍ,tmz_sentence_1167,,false,common_voice_zgh_40160645.mp3
ⴽⵔⴰ ⵉⴷⵔⵓⵙⵏ ⵓⵔ ⵉⵜⵜⵓⵇⴱⵉⵍ.,tmz_sentence_1168,,false,common_voice_zgh_40160685.mp3
ⵉⵔⵎⵙ ⵙⴰⵎⵉ.,tmz_sentence_1169,,false,common_voice_zgh_40160686.mp3
ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵎⴰⵏⴰⴷ ⵉⴷⴷⵔ ⴷ ⴱⴰⵢⴰ ⴷ ⵚⴹⵉⵚ ⵜⴰⵔⵡⴰ ⵏⵏⵙⵏ.,tmz_sentence_1170,,false,common_voice_zgh_40160687.mp3
ⵎⴰⵏⵉ ⵉⴳⴰⵏ ⵜⴰⵎⴰⵣⵉⵔⵜ ⵏⵏⵓⵏ?,tmz_sentence_1171,,false,common_voice_zgh_40160690.mp3
ⴰⵢⵢⵉⵙ ⵉⵏⵓ ⵎⴰⴷ ⵜ ⵢⴰⵖⵏ?,tmz_sentence_1172,,false,common_voice_zgh_40160692.mp3
ⵉⵇⵇⵉⵎ ⵙ ⵍⴰⵥ ⴰⵍⵍⵉⴳ ⵉⵎⵎⵓⵜ ⴳ ⵓⵎⵔⴷⵓⵍ.,tmz_sentence_1173,,false,common_voice_zgh_40160694.mp3
ⵢⵓⴼ ⵓⵙⵏⵙⵓ ⴰⴷ ⴰⵙⵏⵙⵓ ⴰⵏⵏ.,tmz_sentence_1174,,false,common_voice_zgh_40160709.mp3
ⵏⴳⴰ ⵉⵎⴷⴷⵓⴽⴽⴰⵍ.,tmz_sentence_1175,,false,common_voice_zgh_40160710.mp3
ⵏⵏⴰⵏ ⵎⴰⵙ ⵓⵔ ⵉⴳⵉ ⵢⴰⵜ.,tmz_sentence_1176,,false,common_voice_zgh_40160713.mp3
ⵓⵔ ⴷⴰ ⵜⵜⴰⵏⵏⴰⵢⵖ.,tmz_sentence_1177,,false,common_voice_zgh_40164373.mp3
ⴰⵙⵍⵀⴰⵎ ⵓⵔ ⴰⵔ ⵉⵙⴽⴰⵔ ⵟⵟⴰⵍⴱ,tmz_sentence_1178,,false,common_voice_zgh_40164374.mp3
"ⵜⵉⵣⵍⵉⵜ: ⵉⵖⵣⵣⵉⴼ ⵓⴱⵔⵉⴷ, ⵜⵇⵇⵏ ⵜⴰⴳⵓⵜ",tmz_sentence_1179,,false,common_voice_zgh_40164375.mp3
ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵡⴰⵣⵣⴰⵏ ⵙ ⵓⵃⵕⴹⵉⴹ.,tmz_sentence_1180,,false,common_voice_zgh_40164376.mp3
ⵎⴰ ⵉⵏⵏⴰⵏ ⵎⴰⵏ ⴰⵢⴰ?,tmz_sentence_1181,,false,common_voice_zgh_40164397.mp3
ⵙⵓⵍ ⵓⴽⴰⵏ ⵍⴰ ⵙⵉⴳⴳⵉⵍⵖ ⵙ ⵜⵡⵓⵔⵉ.,tmz_sentence_1182,,false,common_voice_zgh_40164398.mp3
ⵉⵡⵙⵖ ⵉ ⵜⵓⵏⵉ.,tmz_sentence_1183,,false,common_voice_zgh_40164400.mp3
ⴰⵢⵍⵍⵉ ⵉⵎⵙⴰⵔⵏ ⵓⵔ ⵉⴳⵉ ⴰⵣⴳⴰⵍ ⵏ ⵜⵓⵎ.,tmz_sentence_1184,,false,common_voice_zgh_40164402.mp3
ⵉⵔⴰ ⵙⴰⵎⵉ ⴰⴷ ⵉⵀⵢⵢⴰ ⵜⴰⵡⵓⵔⵉ ⴰⵏⵏ.,tmz_sentence_1185,,false,common_voice_zgh_40164403.mp3
ⵓⵔ ⵜ ⵜⵙⵖⴰⵡⵙⴰⵜ ⴽⵢⵢ.,tmz_sentence_1186,,false,common_voice_zgh_40164404.mp3
ⵓⵔ ⵅⴰ ⵉⵜⵜⵓⴳⴰ ⵓⴽⵎⵎⵓⵙ ⵉ ⵎⵎ ⵉⵎⵊⵊⴰⵏ,tmz_sentence_1187,,false,common_voice_zgh_40164407.mp3
ⵉⵇⵇⴰⵏ ⵉⵢⵉ ⴷ ⴰⴷ ⴹⵓⴼⵖ ⵜⵉⵀⵉⵔⵉⵜ ⴰ.,tmz_sentence_1188,,false,common_voice_zgh_40164409.mp3
ⵜⵛⵛⴰ ⵜⴰⴽⴰⵜ ⵜⵉⵖⵔⵎⵜ ⵏⵏⵉ.,tmz_sentence_1189,,false,common_voice_zgh_40164410.mp3
ⴰⵃⴰⵏⵓ ⵏⵏⴰ ⴳ ⵏⵜⵜⵉⴷⵉⵔ ⴷⴰ ⴳⵉⵙ ⵜⴽⴽⴰⵜ ⵜⴼⵓⴽⵜ.,tmz_sentence_1190,,false,common_voice_zgh_40165495.mp3
"ⴰ ⴰⵎⵙⴳⵏⴰⴼ, ⴷⴰⵔⵉ ⴽⵔⴰ ⵏ ⵉⵎⴽⵔⵉⵙⵏ ⴳ ⵜⵎⴽⵜⵉⵜ.",tmz_sentence_1191,,false,common_voice_zgh_40165498.mp3
ⵉⵙ ⴰⵡⴰ ⵜⴽⵯⵜⵉⴷ ⵖⴼ ⵜⵇⵍⵉⵜ ⵍⵍⵉ ⵏⵏ ⵏⵓⴼⴰ ⴳ ⵓⵃⴰⵏⵓ ⵏ ⵎⵎⴰ ⴳ ⵢⵉⴹ.,tmz_sentence_1192,,false,common_voice_zgh_40165501.mp3
ⵜⵓⵎ ⴷⴰⵔⵙ ⵜⵓⴳⵜ ⵏ ⵉⵎⵓⵙⵙⵓⵜⵏ ⴳ ⵓⵏⴱⴷⵓ ⴰⴷ.,tmz_sentence_1193,,false,common_voice_zgh_40165504.mp3
ⵉⵄⵇⴱ ⴷ ⵙⴰⵎⵉ ⵖⵔ ⵓⵅⵅⴰⵎ.,tmz_sentence_1194,,false,common_voice_zgh_40165524.mp3
ⴰⵎⴰⵏ ⵓⵔ ⵍⵍⵉⵏ.,tmz_sentence_1195,,false,common_voice_zgh_40165526.mp3
ⵜⵓⵎ ⵉⴼⴼⴰⵔⵔⴰ ⴰⵙ ⵓⴳⴹⵉⴹ.,tmz_sentence_1196,,false,common_voice_zgh_40165527.mp3
ⵜⵏⵏⴰ ⵜⵙⵔⴷⴰⵙⵜ ⵏ ⵎⴰⵔⵉⴽⴰⵏ ⵎⴰⵙ ⵜⵙⵎⴷ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵙ ⴳ ⵍⵄⵉⵔⴰⵇ.,tmz_sentence_1197,,false,common_voice_zgh_40165528.mp3
ⵓⵔ ⵙⵙⵉⵏⵖ ⵎⴰⵏⵉ ⴷ ⵜⴽⴽⴰ.,tmz_sentence_1198,,false,common_voice_zgh_40165529.mp3
ⵃⵉⵍⴰⵜ ⵜ ⵉ ⵕⴱⴱⵉ.,tmz_sentence_1199,,false,common_voice_zgh_40165594.mp3
