audio,text
common_voice_zgh_40110200.mp3,ⵇⴰⴷ ⵢⵉⴷⵡⵏ ⵇⵚⵚⵕⵖ ⴰⵙⴽⴽⴰ.
common_voice_zgh_40110217.mp3,ⵓⵔ ⴰⴽⴽⵯ ⵢⴰⴷⵍⵍⵉ ⵖⵉⴷ ⵉⵙⵙⵉⵏ ⵙⴰⵎⵉ ⴰⵡⴷ ⵢⴰⵏ.
common_voice_zgh_40110218.mp3,ⴰⴼⵍⵍⴰ ⵏ ⵜⴰⴷⴷⴰⵔⵜ ⵉⵍⵍⴰ ⵓⵣⵓⵔ; ⴳⵏⵖ ⴷⵉⴳⵙ ⴳ ⵓⵏⴱⴷⵓ ⴷⴷⴰⵡ ⵢⵉⵜⵔⴰⵏ.
common_voice_zgh_40110219.mp3,ⵉⵏⵏⴰ ⵉⵔⴰ ⴰⴷ ⵢⴰⵔⴰ ⵢⴰⵏ ⵓⴷⵍⵉⵙ.
common_voice_zgh_40110220.mp3,ⵉⴳⴳⵯⵉⵣ ⴷ ⵙⴰⵎⵉ.
common_voice_zgh_40110226.mp3,ⵓⵔ ⵉⴳⵉ ⵖⴰⵙ ⴽⵢⵢ ⵡⴰⵢⵏⵏⵉ ⵀⴰⵜ ⴰⵡⴷ ⵏⴽⴽ ⵉⵔⴰ ⵉⵢⵉ ⵏⵏ ⵡⴰⴷⴷⴰⴷ.
common_voice_zgh_40110227.mp3,ⵜⴰⵎⵖⵔⴰ ⵜⵖⵔⴰ ⵉ ⴽⵓ ⵢⴰⵏ
common_voice_zgh_40118221.mp3,ⴰⴷⵊⴰⵜ ⵜ ⵉ ⵕⴱⴱⵉ.
common_voice_zgh_40118227.mp3,ⵉⴼⵔⴰ ⵉⴱⴰⵡⵏ ⴷ ⵉⴼⵔⴰⵡⵏ
common_voice_zgh_40118228.mp3,ⵉⵙⵔⴳⴰⴳⴳⵉ ⵙⴰⵎⵉ ⴰⵙⴽⵍⵓ ⴰⵏⵏ.
common_voice_zgh_40118238.mp3,ⵎⴰⵏⵏⴰⴷ ⴷ ⴰⵎⵥⵥⵢⴰⵏ.
common_voice_zgh_40118239.mp3,ⵉⵖⴰⵎⴰ ⵖⵉⴷ ⵣⵉⵔⵉ.
common_voice_zgh_40118240.mp3,ⵉⵏⵏⴰ ⵉⵢⵉ ⵟⵓⵎ ⵓⵔ ⵉⵙⵙⵉⵏ ⵎⵍⵉⵃ ⵉ ⵜⴼⵕⴰⵏⵚⵉⵚⵜ.
common_voice_zgh_40118241.mp3,ⴷⴰ ⵜⵜⴷⴷⵓⵏ ⵖⵉⴼ ⵡⴰⴽⴰⵍ.
common_voice_zgh_40118242.mp3,ⴰⵔ ⵉⵜⵜⵉⵏⵉ ⵜⵓⵎⴰ ⵎⴰⵙ ⵉⵣⵣⵔⵉ ⵢⴰⵜ ⵜⵉⵣⵉ ⵉⴼⵊⵊⵉⵊⵏ.
common_voice_zgh_40118261.mp3,ⵓⵔ ⴰⵔ ⵙⵓⵍ ⵉⵙⴱⵓⵅⵔⵓⵔ ⵜⵓⵎ.
common_voice_zgh_40118273.mp3,ⵎⵍⴰ ⵀⵍⵍⵉ ⴷⵉⴷⵉ ⵜⵎⵓⵏⴷ.
common_voice_zgh_40118274.mp3,ⵜⵙⵔⴱⵉⵎ ⵙ ⵓⴽⴼⴰⴷⵓ.
common_voice_zgh_40118275.mp3,"ⵓⵜ ⴰⵃⵍⴰⵙ, ⵉⴼⵀⵎ ⵓⵖⵢⵓⵍ"
common_voice_zgh_40118276.mp3,ⵉⴼⵓⵍⴽⵉ ⴷⴰⴼⵉⴷ.
common_voice_zgh_40118277.mp3,ⵜⴳⵔⵔⴰ ⵍⴰⵢⵍⴰ ⵎⴰⵙ ⵜⵥⵉ ⴷ ⵓⵔⴳⴰⵣ ⵏⵏⵙ ⵙⴰⵎⵉ ⴳ ⵡⴰⵙⵙ ⵍⵍⵉⵖ ⵜ ⵍⴰⵃ.
common_voice_zgh_40123974.mp3,ⵓⵍ ⵉⵏⵓ ⴰⵔ ⵉⴽⴽⴰⵜ.
common_voice_zgh_40123975.mp3,ⵎⴰⵙⵉⵏ ⵉⴳⵍⵍⵉⵏ ⵎⵎⵓⵍⵍⵉⵏ ⵜ ⵢⴰⵏ ⵎⵏⵏⴰⵡ ⵉⵎⴰⵍⴰⵙⵙ ⴰⴷ ⵉⵣⵔⵉⵏ ⴽⴽⵙⵏ ⴰⵙ ⴰⴽⴽⵯ ⴰⵢⵍⵍⵉ ⵉⵟⵟⴰⴼ.
common_voice_zgh_40123978.mp3,ⵉⴹⵀⵕ ⵉⵙ ⵜⵕⵎⵉⵎ.
common_voice_zgh_40124021.mp3,ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ ⵏ ⵍⵎⵖⵔⵉⴱ.
common_voice_zgh_40124022.mp3,ⵔⴰⴷ ⵜⵙⵎⵓⵏ ⴰⵙⵉⵙⵏⵓ ⴰⵏⵏ.
common_voice_zgh_40124023.mp3,ⵓⵙⵔⵖ ⴰⴷ ⴷⴷⵓⵖ ⵖⵔ ⵓⵙⵜⵕⴰⵍⵢⴰ ⴰⵢⵢⵓⵔ ⴷ ⵉⴷⴷⴰⵏ.
common_voice_zgh_40124046.mp3,ⵜⴰⵎⵀⵍⴰ ⵏ ⵓⵙⵡⵓⴷⴷⵓ ⵏ ⵡⴰⵢⴷⴰ ⴷ ⵓⵎⴰⵡⴰ.
common_voice_zgh_40124047.mp3,ⴰⵔⴳⴰⵣ ⵉⵏⵓ ⴷ ⴰⵣⵡⴰⵡⵉ.
common_voice_zgh_40124048.mp3,ⵙⵉⵜⵜⵉⵢⴰⵜ ⵜ ⵉⵏⵏ ⴳⵉⴳⵉ.
common_voice_zgh_40124049.mp3,ⵜⵅⵙ ⴰⴽⵉⴷⵙ ⵜⵉⵍⵉ.
common_voice_zgh_40124050.mp3,ⵉⵙ ⵜⵥⴹⴰⵕⵜ ⴰⴷ ⵜⵣⴳⴳⵉⵜ ⵎⴰⵢⵏⵏⴰ?
common_voice_zgh_40124086.mp3,"ⵀⴰ ⵏⵏ ⴰⴳⴳⵓⵔ ⴳ ⵢⵉⵡⵔ ⴰⵏⵏ, ⵉⵙ ⵜ ⵜⵓⵏⵏⵉⴷ."
common_voice_zgh_40124087.mp3,ⴰⵔ ⵉⵎⵉⵍ ⴱⴰⵀⵔⴰ ⵉⵜⵜⴰⵎⵏ ⴼⴰⴹⵉⵍ ⵍⴰⵢⵍⴰ.
common_voice_zgh_40124088.mp3,ⵓⵔ ⵙⵙⵉⵏⵖ ⵎⴰⴷ ⵉⵣⵣⵏⵣⴰⵏ ⴰⴱⴰⵇⵇⴰⵔ ⵙⵖⴰⵡⵙⴰⵖ ⵙⵉⵙ ⵉ ⵡⴰⵣⵣⴰⵏⵏ.
common_voice_zgh_40124089.mp3,ⵓⵍⵜⵎⴰ ⵎⵥⵥⵉⵢⵏ ⴰⵢⵏⵏⴰ.
common_voice_zgh_40124125.mp3,ⵜⴱⴷⴷⵎ ⵉⵢⵉ ⴷⵉ ⵓⵖⴰⵔⴰⵙ!
common_voice_zgh_40124126.mp3,ⴷⵖⵉ ⴰⵢⴷ ⵉⴳⴰⵏ ⵣⵉⴽ ⵏ ⵓⵣⴽⴽⴰ
common_voice_zgh_40124128.mp3,ⵙⵙⵉⵡⵍ ⵙ ⵡⴰⵡⴰⵍ ⵏⵏⴽ ⴰⴷ ⵜⵎⵓⵔⵙⴷ ⴳ ⵜⵓⴷⵔⵜ ⵏⵏⴽ
common_voice_zgh_40124129.mp3,ⵙⵓⵍ ⵓⴽⴰⵏ ⵉⵡⴹⴹⵕ ⵙⴰⵎⵉ.
common_voice_zgh_40124135.mp3,ⵜⴰⵣⴳⵍⵜ.
common_voice_zgh_40124136.mp3,ⵙⵙⵏⵖ ⵜⵉⴼⵔⵅⵉⵏ ⴰⵏⵏ.
common_voice_zgh_40124137.mp3,ⵓⵔ ⴰⴽⴽⵯ ⵢⴰⴷⵍⵍⵉ ⵉⵃⵎⵉⵍ ⵙⴰⵎⵉ ⵜⴰⵡⵓⵔⵉ ⵏⵏⵙ.
common_voice_zgh_40124138.mp3,ⵣⵉⵔⵉ ⵉⵇⵇⵉⵎ ⴷⵉⵀⴰ.
common_voice_zgh_40124139.mp3,ⴰⵇⵇⴰ ⵜⵜ ⵜⴻⵜⵜⵕⴰⵊⵓ.
common_voice_zgh_40126746.mp3,ⵓⵔ ⴷⴰ ⵉⵜⵜⵓⵖⵓⵍ ⵓⵎⵣⵣⵓⵔ ⴰⵖⵢⵓⵍ
common_voice_zgh_40126747.mp3,ⵖⵓⵔⵉ ⵢⵓⵏ ⵓⵙⴰⵙⵜⴰⵏ.
common_voice_zgh_40126748.mp3,ⵢⴰⵏ ⴰⴽ ⵉⵏⵏⴰⵏ ⵙⵙⵏⵖ ⵉⴼⴼⴰⵖ ⴷ ⵙ ⵓⴱⴰⵔⴰⵣ ⵏⴳⵔ ⵉⵎⴰⵙⵙⴰⵏⵏ.
common_voice_zgh_40126750.mp3,ⵓⵔ ⵏⵏⵉⵖ ⵉⵙ ⴰⵔ ⵉⵢⵉ ⵉⵙⴼⵍⵉⴷ ⵟⵓⵎ ⴷ ⵎⴰⵔⵉ.
common_voice_zgh_40126757.mp3,ⵜⵙⴽⴽⵓⵙ ⵍⴰⵢⵍⴰ ⴳ ⵜⵀⵉⵔⵉⵜ.
common_voice_zgh_40126758.mp3,ⵡⴰⴷ ⴰⴷ ⵉⴳⴰⵏ ⴰⵎⵓⵛⵛ ⴰⴽⴽⵯ ⵎⵇⵇⵓⵔⵏ ⵏⵏⴰ ⵥⵕⵉⵖ ⵖ ⵜⵓⴷⵔⵜ ⵉⵏⵓ.
common_voice_zgh_40126759.mp3,ⴰⵙⵙ ⵏ ⵙⵎⵎⵓⵙ ⴳ ⵎⴰⵢⵢⵓ ⴰⴷ ⵉⴳⴰⵏ ⴰⴽⵯⵜⵜⴰⵢ ⵏ ⵜⵍⴰⵍⵉⵜ ⵏⵏⵙ.
common_voice_zgh_40126761.mp3,ⴽⵔⴰ ⵉⴷⵔⵓⵙⵏ ⵓⵔ ⵉⵣⵔⵉⵢ
common_voice_zgh_40126775.mp3,ⵉⴳⴰ ⴰⵎⴽⵙⴰ.
common_voice_zgh_40126793.mp3,ⵣⵓⵏ ⴷ ⵡⴰⵍⵓ ⵔⴰⴷ ⴷⴷⵓⵖ ⵙ ⵜⵉⵔⵎⵜ
common_voice_zgh_40126794.mp3,ⴷ ⵉⵙⴰⵢⵔⴰⵔⵏ ⵢⴰⴹⵏⵉⵏ.
common_voice_zgh_40126795.mp3,ⵉⵇⵇⵓⵔ ⵓⵥⵥⴰⵍⵍⵓ ⵏⵏⵙ.
common_voice_zgh_40126803.mp3,ⵜⵉⵇⴱⵉⵍⵉⵏ ⵢⴰⴹⵏ ⵎⴰⵏⵏⵜ ⴷ ⴰⵢⵜ ⵄⵟⵟⴰ.
common_voice_zgh_40126804.mp3,ⵉⵏⵊⵎ ⵙⴰⵎⵉ ⴰⴷ ⵉⵎⵓⵔⵙ.
common_voice_zgh_40126805.mp3,ⵉⴼⴽⴰ ⵙⴰⵎⵉ ⵜⵉⵔⵣⵣⵉⴼⵉⵏ ⵉ ⵍⴰⵢⵍⴰ.
common_voice_zgh_40135533.mp3,ⵓⵔ ⵉⴳⵉ ⵙⵙⵓⵇⵇ ⵏⵏⵙ.
common_voice_zgh_40135535.mp3,ⵙⴰⵎⵉ ⴰⵇⵇ ⵜ ⵉⵜⵜⵕⴰⵊⵓ ⴰⴷ ⴰⵙ ⵍⴰⵖⴰⵏ.
common_voice_zgh_40135536.mp3,ⴰⵎⵙⵜⴳⴳⴰⵔ ⵏ ⵓⵎⵢⴰⵡⴰⴹ.
common_voice_zgh_40135537.mp3,ⵏⵍⴽⵎ ⵙ ⵜⴳⵓⵏⵙⴰ.
common_voice_zgh_40135568.mp3,ⵙⴰⵎⵉ ⵉⵅⵙ ⴰⴷ ⵉⵙⴳⵓⵏⴼⵓ.
common_voice_zgh_40135570.mp3,"ⵓⵔ ⴳⵉⵙ ⴰⵎⵓⴽⵔⵉⵙ, ⵔⴰⴷ ⵡⴰⵍⴰⵖ ⵎⴰⵢⴰⵏⵏ."
common_voice_zgh_40135571.mp3,ⵉⵔⵡⴰⵙ ⵉⵙ ⴷⵉⴽ ⵎⵙⴰⵙⴰⵏ ⴽⵔⴰ ⵏ ⵎⵉⴷⴷⵏ.
common_voice_zgh_40135572.mp3,ⴰⵔ ⴰⵇⵇⵔⴰⵖ ⴳ ⵜⵙⴷⴰⵡⵉⵜ ⵏ ⵓⴳⴰⴷⵉⵔ.
common_voice_zgh_40135588.mp3,ⵎⴰⵏⵓⴽ ⴰⴷ ⵜⵜ ⵜⴷⴳⴳⵉⵎ?
common_voice_zgh_40135589.mp3,ⵉⴼⵓⵍⴽⵉ ⵓⴳⴰⴷⵉⵔ ⴰⴷ.
common_voice_zgh_40135592.mp3,ⵉⵙ ⵜⵏⵓⴼⵍⵎⵜ?
common_voice_zgh_40135613.mp3,ⴷⴳⵙ ⵉⴳⵍⵍⵉⵏ ⵢⴰⵏ ⵓⴱⵔⵔⴰⵢ ⴱⴰⵀⵔⴰ ⵉⵅⵛⵏⵏ.
common_voice_zgh_40135615.mp3,ⵉⵕⴰⵃ ⴰⴷ ⴷ ⵉⵙⵖ ⵜⵉⵍⵉⵏⵜⵉⵜ.
common_voice_zgh_40135616.mp3,ⵇⵇⵍ.
common_voice_zgh_40135617.mp3,ⵔⴰⴷ ⴰⵙ ⴷ ⵙⵖⵖ ⴰⵙⴳⵣⴰⵡⴰⵍ ⵏ ⵜⵄⵕⴰⴱⵜ ⵏ ⵙⵙⵓⵏⴷⴰⵏ.
common_voice_zgh_40135624.mp3,ⵓⵔ ⵉⵣⵎⵉⵔ ⵙⴰⵎⵉ ⴰⴷ ⵉⵜⵜⵓⵏⴼⵓⴷ.
common_voice_zgh_40135626.mp3,ⵜⴰⴽⵙⵓⵎⵜ ⵜⴰⵏⴼⵙⴰⵔⵜ.
common_voice_zgh_40135628.mp3,ⵓⵀⵓ.
common_voice_zgh_40135631.mp3,ⴰⵎⵓⵔ ⵏⵏⴽ ⴰⴷ ⵉⵢⵉ ⵜⵕⴹⵍⵜ ⵢⴰⵜ ⵜⴰⵔⴰⵏⵥⴰⵕ.
common_voice_zgh_40140056.mp3,ⵉⴷⴷⴰ ⴰⴷ ⴷ ⵉⵙⵖ ⴰⴳⵯⴼⴰⵢ.
common_voice_zgh_40140057.mp3,ⴰⵔ ⵜⵜⵎⵓⴷⴷⵓⵏ ⵉⴳⴹⴰⴹ ⴰⴷ ⵙ ⵢⵉⵥⵥⵍⵎⴹ ⵏ ⵜⴼⵔⵉⵇⵜ ⴳ ⵜⴳⵔⵙⵜ.
common_voice_zgh_40140060.mp3,ⵙⴽⵔ ⴰⴼⵓⵍⴽⵉ ⵖ ⵉⵅⴼ ⵏⵏⴽ
common_voice_zgh_40140061.mp3,ⵜⴼⵓⵍⴽⵉⵎⵜ.
common_voice_zgh_40140062.mp3,ⴰⴽⵙⵓⵎ ⴽⴰ ⴰⴷ ⵛⵜⵜⴰⵖ.
common_voice_zgh_40140063.mp3,ⵜⴰⵙⵎⵉⵔⵉⵜ ⵜⴰⵎⴰⵜⵜⴰⵢⵜ ⵉ ⵓⵙⵖⵉⵡⵙ.
common_voice_zgh_40140064.mp3,ⵉⵎⵎⵓⵔⵔⵉ ⴷ ⵖ ⵜⵓⴱⵉⵔⵜ.
common_voice_zgh_40140096.mp3,ⵢⴰⵖⵓⵍ ⵓⵍⴼⵙⴰ ⴷⴰ ⵉⵜⵜⵙⵜⵜⴰ ⵜⴰⵍⴽⵯⵎⴰⵢⵜ
common_voice_zgh_40140097.mp3,ⵛⴽⴽ ⴷ ⴰⵏⴱⵔⴰⵣ ⵏⵏⵖ.
common_voice_zgh_40140098.mp3,ⵓⴽⴰⵏ ⵣⴳⵔ ⵜⵉⵍⴳⴳⵯⵉⵜ.
common_voice_zgh_40140099.mp3,ⵜⵜⴳⴰⵍⵍⴰⵖ!
common_voice_zgh_40140106.mp3,ⵉⵖⵔⴰ ⵙⴰⵎⵉ ⵉ ⵍⴰⵢⵍⴰ.
common_voice_zgh_40140122.mp3,ⵉⴷⴷⴰ ⴰⴷ ⴷ ⵉⵙⵖ ⵜⵉⵍⵉⵏⵜⵉⵜ.
common_voice_zgh_40140123.mp3,ⵉⵍⵍⴰ ⴼⵍⵍⴰⵖ ⴰⴷ ⵏⵙⴽⴽⵓⵙ.
common_voice_zgh_40140124.mp3,ⵉⵙ ⵏⵉⵜ ⴰⴷⵍⵍⵉ ⵏⴰⵃⵢⴰ ⵍⴰⵢⵍⴰ.
common_voice_zgh_40140125.mp3,ⵎⵢⴰⵔⵖ ⵜⴰⴼⵓⴽⵜ ⴱⴰⵀⵔⴰ ⵉⵔⵖⴰⵏ.
common_voice_zgh_40140126.mp3,ⵅⴼ ⵉⵢⵢⵉⵙ.
common_voice_zgh_40140127.mp3,ⵡⴰⵍⵍⵉ ⵢⵓⴽⵔⵏ ⵜⴰⴳⵍⴰⵢⵜ ⴰ ⵔⴰⴷ ⵢⴰⴽⵯⵔ ⴰⵣⴳⵔ.
common_voice_zgh_40140128.mp3,ⵎⵉⵏ ⵢⵓⵖⵏ ⴰⵢⵢⵉⵙ ⵉⵏⵓ?
common_voice_zgh_40140129.mp3,ⴰⵔ ⴼⵜⵜⵓⵏ ⵡⵓⵙⵙⴰⵏ ⵙ ⵜⴰⵣⵣⵍⴰ.
common_voice_zgh_40140130.mp3,ⵉⴳ ⵣⵔⵉⵏⵜ ⵙⵙⵎⴰⵢⵎ ⴽⴰ ⴰⴷ ⵉⵜⵜⵓⵎⴰⵏ ⵎⴰⴷ ⵢⵓⵎⵥ ⵓⵣⵎⵎⵓⵔ ⵖ ⵡⴰⵇⵇⴰ.
common_voice_zgh_40140131.mp3,ⵣⵣⵔⵉⵖ ⵢⴰⵏ ⵡⴰⵙⵙ ⵉⵅⵛⵏⵏ.
common_voice_zgh_40140132.mp3,ⵜⵏⵖⴰ ⵉⵢⵉ ⴱⴰⵀⵔⴰ ⵜⵖⵓⴼⵉ ⵏⵏⴽ.
common_voice_zgh_40140133.mp3,ⵉⵖ ⵏⵉⵜ ⵓⵔ ⵜⴱⵉⴽⴽⵙⵜ ⵖ ⵓⵣⵎⵣ ⴰⴷ ⵓⵔ ⴰⴷ ⵜⵥⵟⵟⵉⵜ ⴰⵎⵢⴰ.
common_voice_zgh_40140134.mp3,ⵉⵏⵖⴰ ⵉⵢⵉ ⵉⵅⴼ ⵉⵏⵓ.
common_voice_zgh_40140135.mp3,ⵉⵙ ⵜⴳⴰ ⵜⵡⵓⵔⵉ ⵏⵏⵓⵏⵜ ⵜⵉⵎⵉⵣⵉⵜ?
common_voice_zgh_40140136.mp3,ⵅⵙⵖ ⴰⴷ ⵜ ⴰⵔⵎⵖ ⵄⴰⵡⴷ.
common_voice_zgh_40140137.mp3,ⵢⵓⵎⵥ ⵙⴰⵎⵉ ⵜⴰⵏⴰⴼⵜ.
common_voice_zgh_40140138.mp3,ⵉⵙⵇⵙⵉⵜⵏ ⵏ ⵓⴼⵀⴰⵎ ⵏ ⵓⵎⵙⴰⵡⴰⵍ
common_voice_zgh_40140139.mp3,ⴰⴷ ⴷⴷⵓⵖ ⵙ ⵜⵎⴰⵣⵉⵔⵜ ⴰⵣⴽⴽⴰ.
common_voice_zgh_40143030.mp3,ⵎⴰⵖ ⴰⵔ ⵉⵢⵉ ⵜⵙⴰⵇⵙⴰⴷ ⵖⴼ ⵓⵢⴰ?
common_voice_zgh_40143031.mp3,"ⴰⵔ ⴰⴽ ⵜⴰⵇⵇⵔⴰ ⵎⴰⴽ ⴰ ⵜⵓⵎ, ⵙⴷⵎⵔ ⴰⵙ ⵜⵥⵕⵜ ⵎⴰⴷ ⴽ ⵜⵔⴰ."
common_voice_zgh_40143033.mp3,ⵉⵍⵍⴰ ⵓⵅⴱⵓ ⴳ ⵓⵙⴳⵔⵙ
common_voice_zgh_40143034.mp3,ⴷⵖⵉ ⵏⵔⴰ ⵖⵓⵔ ⴱⵓ ⵉⵃⵔⵓⵢⵏ.
common_voice_zgh_40143035.mp3,ⵉⵇⵇⵓⵔ ⵓⴳⴰⵢⵢⵓ ⵏⵏⵙ.
common_voice_zgh_40143042.mp3,ⵎⴰⵢⵎⵎⵉ ⵓⵔ ⴰⵙ ⵜⵏⵏⵉⴷ ⵖⵉⴽⴰⵏⵏ?
common_voice_zgh_40143045.mp3,ⵓⵔ ⵉⴳⵉ ⵓⵢⴰ ⵜⵉⴷⵜ.
common_voice_zgh_40143046.mp3,"ⵄⴰⴼⴰ ⴽⵯⵏ, ⵙⵔⵙⴰⵜ ⵉⵙⵖⵉⵎⵏ ⵎⵏⵉⴷ ⵏ ⵓⵙⵕⵥⵎ."
common_voice_zgh_40143078.mp3,ⵉⵙ ⴷ ⵜⴽⴽⴰⵎ ⴰⴼⵜⴰⵙ ⵉⴹⴳⴰⵎ? ⵏⵏⴰⵏ ⵉⵢⵉ ⵉⴽⵜⴰⵔ ⵙ ⵍⵖⴰⵛⵉ.
common_voice_zgh_40143080.mp3,ⵎⴰⵏⵉ ⵙ ⵜⵏⵏⵉⵜ ⵔⴰⴷ ⴳⵉⵙ ⵏⵖⴰⵎⴰ?
common_voice_zgh_40143082.mp3,ⵓⵔ ⵙⵙⵉⵏⵖ ⵛⴰ ⴳ ⵜⵡⴰⵛⵓⵍⵜ ⵏⵏⵙ.
common_voice_zgh_40143083.mp3,ⴰⵔ ⵜⴰⵇⵇⵍⴰⵢ ⵜⴰⵢⵍⴰⵍⵜ.
common_voice_zgh_40143094.mp3,ⵓⵔ ⵥⴹⴰⵕⵖ ⴰⴷ ⵙⴽⵔⵖ ⵢⴰⵜ ⵖⵉⵍⴰⴷ.
common_voice_zgh_40143095.mp3,ⵉⵖ ⵓⵔⵓⵖ ⵏⴽⴽⵉ ⵔⴰⴷ ⴰⵙⵏ ⴰⴽⴽⵯ ⵙⵙⴰⵖⵖ ⵉⵙⵎⴰⵡⵏ ⵏ ⵉⵎⴰⵣⵉⵖⵏ.
common_voice_zgh_40143096.mp3,ⵜⵏⵏⴰ ⵉⵥⵥⴳⵏ ⵜⴼⵜⵓ
common_voice_zgh_40143097.mp3,"ⵎⴽ ⵜⵖⵉⵢⵜ, ⵜⵎⵓⵏⵜ ⵢⵉⴷⵏⵖ."
common_voice_zgh_40143098.mp3,ⵓⵙⵔⵖ ⴽⵎ.
common_voice_zgh_40143109.mp3,ⵉⵏⵉ ⵉ ⴱⵓ ⵉⵃⵔⵓⵢⵏ ⵎⴰⵢⴷ ⵜⵔⵉⴷ.
common_voice_zgh_40143111.mp3,"ⴷⴰ ⴽⵔⵔⵣⵏ ⵉⵎⵏⴷⵉ ⴰⵎ ⵢⵉⵔⴷⵏ, ⵜⵉⵎⵥⵉⵏ ⴷ ⵓⵙⵏⴳⴰⵔ."
common_voice_zgh_40143113.mp3,"ⴰⵙⵙ ⴰⵎⵣⵡⴰⵔⵓ, ⴰⴷ ⵉⵜⵜⵎⵜⴰⵜ ⵎⵓⵛⵛ"
common_voice_zgh_40146461.mp3,ⵉⵜⵜⵡⴰⴳⴷⴰⵍ ⵓⵛⵓⵛⴼ.
common_voice_zgh_40146462.mp3,ⴰⴽⴰⴷ ⵉⵙⵙⵏ ⵣⵉⵔⵉ ⵉ ⵓⵛⵓⵛⴼ.
common_voice_zgh_40146463.mp3,ⵎⵍ ⴰⴱⵔⵉⴷ ⵙⴳ ⵜⵎⵣⴳⵉⴷⴰ ⴰⵔ ⵜⴰⵡⵔⵉⵔⵜ.
common_voice_zgh_40146464.mp3,ⵓⵔ ⴳⵉⴽ ⵜⵓⵔⵓ ⵣⵣⵉⵜ ⴰⵇⵇⴰ.
common_voice_zgh_40146465.mp3,ⴰⵔ ⵜⵙⴽⵉⵔⴽⵉⵙⴷ.
common_voice_zgh_40146477.mp3,ⴰⵖⵊⴷⵉⵎ ⵓⵔ ⴷⴰ ⵉⵙⵙⵏⵙⴰⵔ ⵉⴼⴰⴷⴷⵏ
common_voice_zgh_40146478.mp3,ⵔⴰⴷ ⴰⵙ ⴰⵡⵙⵖ.
common_voice_zgh_40146480.mp3,ⵜⴻⵜⵜⵛⵓⵕ ⵜⵍⵍⵓⵃⵜ ⵙ ⵉⴽⵯⵍⴰⵏ.
common_voice_zgh_40146481.mp3,"ⵜⵔⴰ ⴰⴷ ⵜⵙⴽⵔ ⵎⴰⵢⴰⵏⵏ, ⵎⴰⵛⵛ ⵓⵔ ⴰⵙ ⵜⵥⴹⴰⵕ."
common_voice_zgh_40146482.mp3,"ⵉⵖ ⵜⵥⴹⴰⵕⵜ, ⵜⵔⵡⴰⵃⵜ ⴷⵉⴷⵏⵖ."
common_voice_zgh_40146484.mp3,ⵜⵏⵢⴰⵍⴽⴰⵎ ⵍⴰⵢⵍⴰ ⴷ ⵙⴰⵎⵉ.
common_voice_zgh_40146485.mp3,"ⵜⵓⵎ ⴷ ⴰⵎⴹⵍⵓⵚ, ⵢⴰⴽ?"
common_voice_zgh_40146488.mp3,ⵎⵉⵏ ⵖⴰ ⴰⴽ ⵉⵏⵉⵖ ⴳ ⵜⵎⵙⴰⵍⵜ ⴰ!
common_voice_zgh_40146489.mp3,ⵉⵙ ⵜⴼⵓⴷⵜ?
common_voice_zgh_40146490.mp3,ⵓⵔ ⴰⵎ ⴳⵉⵖ ⵏⴽⴽⵉ.
common_voice_zgh_40146491.mp3,ⴰⵣⵓⵍ ⴰⵡⴰ!
common_voice_zgh_40146492.mp3,ⵙⴽⵔ.
common_voice_zgh_40146493.mp3,ⵜⴳⴰⵎⵜ ⵜⵉⵙⵍⵎⴰⴷⵉⵏ.
common_voice_zgh_40146495.mp3,ⵓⵔ ⴰⴽⴽⵯ ⵜⵍⵉ ⵉⵛⵏⴳⴰ.
common_voice_zgh_40150691.mp3,ⴰⵢⵍⵍⵉ ⵉⵍⵍⴰⵏ ⴳ ⵡⴰⵙⵉⴼ ⵓⵔ ⵉⵍⵍⵉ ⴳ ⵢⵉⵍⵍ.
common_voice_zgh_40150694.mp3,ⵓⵙⵔⵖ ⴽⵯⵏⵜ.
common_voice_zgh_40150696.mp3,ⵛⴽⴽ ⵓⵔ ⵜ ⴰⴽⴽⵯ ⵜⵓⵙⵔⴷ.
common_voice_zgh_40150697.mp3,ⵜⵖⵣⵣⵉⴼⵎ ⴼⵍⵍⴰ ⵖ ⵜⵉⴷⴷⵉ.
common_voice_zgh_40150699.mp3,ⵙⵍⵍⴰⵖ ⵉ ⵢⴰⵏ ⵓⴱⴱⴰⵇⵇⵉ ⵜⴰⴷⴳⴳⴰⵜ ⵍⵍⵉ ⴳ ⵜⴰⵎⴰ ⵏ ⴱⵓ ⵜⵃⴰⵏⵓⵜ.
common_voice_zgh_40150701.mp3,ⴽⵓⴷ ⵉⴽⴽⴰⵜ ⵓⵎⵣⵉⵍ ⵉⵜⵜⵍⵎⴰⴷ ⵎⴻⵎⵎⵉⵙ
common_voice_zgh_40150703.mp3,ⴰⵙⵉⴼ ⵉⴼⵙⵜⴰⵏ ⴰⴷ ⵉⵜⵜⵙⵜⵜⴰⵏ
common_voice_zgh_40150706.mp3,ⵉⵍⵍⴰ ⴰⴷⵍⵍⵉ ⴼⵍⵍⴰ ⴰⴷ ⵙⵖⵖ ⴰⴷⵍⵉⵙ ⵏ ⵉⵙⵍⵎⴰⵏ.
